,precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
2765,45000,0.3,80,6,04/07/2022,65,soltero,0,39366.97699,24860.73459,1,1,,,,
250,60000,0.2,120,24,25/10/2022,55,casado,1,5000.0,5000.0,1,0,,,,
5527,15000,0.4,60,24,24/02/2023,44,soltero,1,22399.08569,9877.231444,0,1,,,,
1938,15000,0.2,120,24,30/01/2023,42,divorciado,0,24452.82785,18452.91809,0,0,61173.29926,1.0,6.0,605.0
240,22000,0.2,80,18,02/08/2022,27,casado,1,44886.69975,30386.35463,0,0,49287.98834,0.0,48.0,694.0
3526,60000,0.1,80,12,20/10/2022,36,viudo,0,34394.08706,24741.60116,0,0,13470.42131,1.0,52.0,750.0
1810,50000,0.3,60,24,21/10/2022,18,casado,0,11100.57257,7047.774724,0,0,63579.81217,0.0,28.0,526.0
2741,34000,0.2,60,6,09/12/2022,60,divorciado,0,6193.111594,3874.514126,1,0,,,,
4135,22000,0.1,80,18,20/07/2022,38,divorciado,0,34449.06626,16144.52747,2,1,53797.72569,4.0,57.0,652.0
4938,34000,0.4,60,6,24/05/2023,42,casado,1,29646.65332,16525.84075,3,1,26620.81804,1.0,28.0,750.0
492,45000,0.4,60,6,02/03/2023,77,soltero,1,5000.0,5000.0,2,0,74737.65789,1.0,12.0,583.0
2746,45000,0.2,60,18,26/05/2023,63,soltero,0,31469.80059,20764.22436,0,1,,,,
1117,34000,0.4,120,6,05/11/2022,33,union libre,0,22413.85143,16287.86982,1,0,42256.24048,0.0,15.0,554.0
3928,15000,0.3,80,12,21/01/2023,67,union libre,1,25681.32417,14443.19079,0,1,,,,
3237,15000,0.3,120,12,22/07/2022,53,casado,0,5000.0,3515.046944,1,0,62297.37691,3.0,3.0,545.0
2274,22000,0.2,60,12,28/10/2022,59,union libre,0,46321.54491,30084.53237,2,1,,,,
4053,50000,0.2,120,6,02/07/2022,42,divorciado,0,36730.94834,17411.80056,0,0,59942.39698,1.0,26.0,650.0
691,34000,0.3,60,12,08/03/2023,38,casado,1,39453.94788,12522.04397,2,0,,,,
3027,50000,0.1,80,18,21/05/2023,24,casado,0,16230.27652,9571.202777,2,1,36152.69223,1.0,5.0,613.0
3963,50000,0.3,120,18,07/01/2023,50,casado,0,6583.505006,4428.527767,2,0,,,,
3116,60000,0.3,80,6,28/05/2023,32,casado,0,8320.695317,5851.023872,1,0,,,,
4141,60000,0.4,120,12,13/06/2023,46,divorciado,1,8946.416396,8913.36381,2,1,16341.78334,1.0,38.0,547.0
4045,22000,0.1,60,24,27/07/2022,53,casado,1,38066.11124,14014.54202,0,0,,,,
5529,34000,0.2,120,24,09/01/2023,64,casado,0,5000.0,4192.206741,0,0,26498.83912,4.0,33.0,519.0
2167,15000,0.2,60,12,25/06/2023,28,casado,0,43513.23509,35578.08727,3,1,103210.9384,3.0,44.0,671.0
1297,60000,0.2,120,24,08/03/2023,43,divorciado,1,40131.72576,30642.80652,0,1,,,,
1870,34000,0.3,80,12,30/09/2022,50,divorciado,0,28811.41811,17693.26282,3,0,79168.35484,0.0,0.0,427.0
5659,22000,0.3,80,12,08/04/2023,54,casado,0,26012.62508,10309.77838,3,0,40466.5996,0.0,9.0,640.0
2592,34000,0.2,80,24,01/08/2022,45,soltero,0,32379.27007,15714.45838,2,0,,,,
1702,22000,0.3,80,18,24/03/2023,41,divorciado,0,36908.25402,25612.6243,1,0,24944.43725,0.0,78.0,484.0
1732,34000,0.1,60,18,17/04/2023,25,casado,0,32093.72218,19198.68617,1,0,15807.38661,2.0,48.0,583.0
1926,60000,0.2,120,6,04/10/2022,38,divorciado,0,52871.37459,39768.51208,1,0,,,,
5959,15000,0.2,80,6,04/07/2022,50,casado,0,28011.44647,17673.22381,2,0,28594.68084,1.0,100.0,690.0
4987,50000,0.1,120,24,08/06/2023,32,casado,1,33740.12123,15008.75151,4,0,56286.7965,3.0,28.0,596.0
1407,22000,0.1,80,18,24/08/2022,51,union libre,0,20636.79487,10301.75428,0,1,87071.84116,3.0,7.0,611.0
4922,50000,0.2,80,24,03/05/2023,45,casado,0,29453.853,14219.94626,3,0,,,,
825,60000,0.4,80,12,08/07/2022,52,soltero,0,36333.09847,28123.99339,3,0,39555.33484,5.0,63.0,613.0
2608,22000,0.3,120,6,15/04/2023,32,union libre,0,22552.06307,17530.45764,4,0,,,,
4640,45000,0.1,80,24,16/01/2023,32,divorciado,0,14830.30014,7350.627608,1,0,,,,
65,50000,0.1,80,12,21/07/2022,18,divorciado,0,34636.28991,25473.31962,2,1,,,,
4886,45000,0.3,60,6,11/06/2023,52,casado,0,29056.4719,17194.73181,1,0,53218.02776,0.0,11.0,585.0
5832,60000,0.4,60,12,26/02/2023,67,soltero,1,5000.0,2963.21011,1,1,,,,
4103,34000,0.4,120,18,15/01/2023,44,union libre,0,23708.28563,16471.33545,1,0,,,,
2684,34000,0.2,120,6,17/06/2023,49,divorciado,0,41390.78817,25553.82101,2,0,63045.0703,1.0,2.0,645.0
2425,34000,0.2,60,6,24/08/2022,30,soltero,0,28249.01299,17606.10533,3,0,24532.63839,0.0,118.0,597.0
3418,45000,0.1,120,18,06/10/2022,59,soltero,0,32518.2723,21660.01806,1,1,24728.15287,3.0,43.0,408.0
1273,60000,0.1,80,24,28/09/2022,58,divorciado,0,5000.0,5000.0,2,0,65153.90056,0.0,18.0,404.0
1209,50000,0.2,120,24,19/09/2022,49,casado,0,48264.66139,21089.3142,0,0,26913.2401,0.0,38.0,719.0
4458,60000,0.4,80,6,28/04/2023,28,soltero,0,46335.98971,19059.05979,2,0,22267.19064,4.0,8.0,539.0
3122,50000,0.2,60,12,05/12/2022,36,divorciado,1,43230.7116,34145.24319,1,1,44902.48857,0.0,62.0,457.0
2733,15000,0.3,80,6,16/12/2022,29,divorciado,0,36482.74609,15426.0188,0,1,9258.492473,0.0,7.0,474.0
3309,50000,0.1,60,24,19/12/2022,37,divorciado,0,38810.43507,22130.39689,1,0,,,,
2661,45000,0.1,80,6,12/05/2023,35,casado,0,18810.18648,14880.85171,4,0,,,,
1843,15000,0.1,80,12,04/02/2023,53,casado,1,40640.09372,28775.28949,1,0,55429.58969,2.0,109.0,498.0
2881,45000,0.1,80,6,08/01/2023,35,union libre,0,27392.14622,21248.84007,0,0,33277.9228,3.0,122.0,682.0
35,15000,0.1,80,6,09/09/2022,36,divorciado,1,5000.0,1806.276121,1,0,,,,
1176,60000,0.1,120,24,18/11/2022,60,casado,0,19517.8531,13315.28656,0,0,,,,
402,22000,0.3,60,12,10/07/2022,21,casado,0,12126.43401,6555.223732,3,1,,,,
5494,50000,0.4,80,12,27/10/2022,32,casado,0,9850.228454,6811.965678,3,0,,,,
883,34000,0.1,60,12,24/01/2023,29,divorciado,0,41067.62537,20873.67347,3,1,86757.03803,5.0,66.0,554.0
1138,60000,0.1,60,24,13/03/2023,32,soltero,0,25638.60489,11442.03364,1,0,,,,
5984,34000,0.1,80,18,22/08/2022,51,divorciado,0,5000.0,5000.0,1,1,42048.68014,1.0,124.0,725.0
5790,15000,0.2,80,18,01/07/2022,23,soltero,0,39095.53927,33616.97247,2,1,,,,
623,22000,0.4,60,12,19/01/2023,50,union libre,0,24921.2599,11710.04913,0,0,83985.43415,2.0,11.0,595.0
2830,34000,0.2,80,6,15/01/2023,51,divorciado,0,20174.37112,12382.33855,2,0,9784.382637,1.0,32.0,667.0
2947,45000,0.3,60,24,02/08/2022,29,casado,0,21553.79032,7062.637566,1,0,70016.42983,2.0,14.0,705.0
4526,22000,0.3,60,12,25/03/2023,72,divorciado,1,13626.69423,8133.778324,0,0,70706.61613,2.0,86.0,467.0
1818,34000,0.2,120,6,01/07/2023,39,union libre,0,14211.83155,5039.471945,0,0,86392.20119,2.0,6.0,546.0
623,22000,0.4,60,12,19/01/2023,50,union libre,0,24921.2599,11710.04913,0,0,83985.43415,2.0,11.0,595.0
712,22000,0.4,80,6,21/08/2022,49,divorciado,1,37543.42171,26639.44794,1,0,33615.78848,1.0,8.0,592.0
1749,45000,0.1,120,18,30/12/2022,28,soltero,0,30774.89102,18270.74302,4,0,,,,
1038,15000,0.3,120,6,25/11/2022,72,casado,0,14903.34459,7723.091591,2,0,48936.66534,3.0,44.0,499.0
2168,60000,0.1,60,24,18/11/2022,51,union libre,1,36885.16386,11077.02912,2,0,39453.20326,2.0,11.0,506.0
595,15000,0.4,60,18,04/05/2023,42,divorciado,0,49373.01808,37941.15741,0,1,61056.75651,1.0,59.0,616.0
5435,50000,0.4,120,18,12/12/2022,41,union libre,0,37144.77679,26912.61598,0,0,,,,
3074,60000,0.1,120,24,11/03/2023,45,divorciado,0,58161.90251,21142.40236,2,0,,,,
5938,34000,0.4,120,12,02/12/2022,58,divorciado,0,23260.07772,15475.81955,2,0,96620.58875,1.0,59.0,418.0
3438,45000,0.4,120,12,14/11/2022,33,casado,0,42117.2766,24269.21406,3,1,45948.21502,1.0,60.0,658.0
2221,15000,0.4,60,6,08/10/2022,31,divorciado,1,20213.18545,16140.61219,1,0,,,,
2148,60000,0.1,120,12,12/02/2023,42,soltero,0,5787.116083,2531.082129,1,0,91437.35546,3.0,2.0,738.0
4962,60000,0.4,60,12,25/07/2022,44,divorciado,0,18791.00843,15939.84647,2,0,76091.64133,0.0,57.0,720.0
4941,60000,0.3,60,6,11/10/2022,20,casado,0,5647.108292,2498.553908,2,0,,,,
1652,15000,0.2,120,24,01/01/2023,56,casado,0,37424.97545,21199.57617,3,1,67786.55439,1.0,40.0,660.0
2899,60000,0.3,120,6,15/07/2022,42,divorciado,0,8863.076877,6284.8683,1,0,,,,
566,15000,0.2,120,18,27/03/2023,48,union libre,0,35940.69973,22661.40457,0,0,98183.1163,4.0,11.0,586.0
680,60000,0.1,120,12,18/04/2023,30,union libre,0,19409.11517,6157.821509,1,0,,,,
2282,60000,0.4,60,18,21/09/2022,36,divorciado,0,45392.66509,18728.72192,0,1,,,,
2075,34000,0.1,80,6,02/08/2022,48,union libre,1,25188.66629,19359.55564,2,0,42608.59386,0.0,36.0,552.0
5121,60000,0.2,120,24,08/05/2023,32,casado,0,34723.65371,26821.16823,0,1,69458.6185,1.0,30.0,686.0
2485,34000,0.2,120,12,28/10/2022,58,casado,1,27033.33564,8285.051239,3,1,18757.10416,0.0,43.0,515.0
665,22000,0.3,120,12,25/04/2023,53,casado,1,7006.810835,6620.164209,3,0,58824.63696,0.0,50.0,440.0
4338,15000,0.4,80,6,29/06/2023,51,soltero,0,14348.7173,7193.658742,1,0,,,,
345,15000,0.2,80,18,13/05/2023,52,soltero,0,35785.33762,22034.79579,3,1,84936.84902,1.0,28.0,667.0
1866,22000,0.3,120,6,12/06/2023,27,divorciado,1,46808.11811,39356.40784,1,1,70702.57445,2.0,37.0,419.0
4852,50000,0.4,120,18,17/06/2023,53,union libre,1,50564.33902,30563.401,0,0,39489.22991,4.0,114.0,500.0
2691,34000,0.2,80,12,18/12/2022,52,casado,0,44467.77872,32599.81227,0,0,42302.64933,0.0,114.0,676.0
5914,34000,0.4,120,24,27/11/2022,63,casado,0,25491.14146,14619.13581,1,1,23661.87709,1.0,6.0,726.0
2406,15000,0.4,60,12,28/04/2023,33,union libre,0,8177.014244,5337.343772,0,0,,,,
1006,50000,0.3,60,12,02/12/2022,32,casado,1,40085.80934,31969.42122,2,0,17145.2288,0.0,21.0,529.0
189,60000,0.2,120,6,01/08/2022,56,soltero,1,10552.48306,8275.579243,3,1,73720.59853,1.0,37.0,492.0
2594,15000,0.1,80,6,07/05/2023,61,soltero,1,16151.73597,6716.141538,1,1,95643.54556,2.0,61.0,400.0
1491,45000,0.4,80,24,17/07/2022,62,divorciado,0,20868.68631,11607.39496,1,0,71335.78907,2.0,27.0,750.0
2792,45000,0.4,80,6,22/05/2023,39,union libre,0,36977.15791,15286.20285,3,0,,,,
1217,60000,0.2,80,24,27/04/2023,22,soltero,0,32366.38338,24601.59666,3,0,51507.22758,1.0,37.0,543.0
599,15000,0.4,80,6,15/02/2023,41,divorciado,0,28393.49353,26052.22798,2,1,36361.59759,0.0,64.0,528.0
4113,60000,0.4,60,18,26/12/2022,43,divorciado,0,5000.0,4598.603054,0,0,,,,
348,22000,0.1,80,6,13/05/2023,28,casado,0,63939.49213,47291.78777,1,0,29406.02481,1.0,60.0,513.0
295,50000,0.4,80,24,31/10/2022,34,casado,0,31775.70474,9599.412564,2,0,,,,
5441,15000,0.2,60,12,26/07/2022,53,divorciado,0,5000.0,5000.0,0,0,102176.2694,5.0,26.0,716.0
2859,15000,0.1,80,6,12/08/2022,53,casado,0,10597.99822,7474.147832,1,1,59904.51761,2.0,17.0,465.0
39,45000,0.4,60,24,21/10/2022,28,casado,1,36784.19411,24788.04717,1,0,32562.69596,1.0,56.0,563.0
2514,60000,0.1,80,18,26/08/2022,38,divorciado,0,19419.23974,14685.24733,0,0,45367.97133,1.0,36.0,736.0
3283,22000,0.3,80,6,31/12/2022,56,divorciado,0,29699.37737,19481.48869,0,0,,,,
188,50000,0.3,80,12,28/03/2023,59,soltero,0,28121.8858,17613.84717,1,0,78794.63198,1.0,50.0,548.0
768,15000,0.1,60,6,02/10/2022,48,soltero,0,48519.64218,22935.27817,3,0,,,,
5101,15000,0.3,60,6,20/06/2023,35,casado,0,12834.69927,9605.028124,2,0,,,,
4325,50000,0.1,120,12,04/09/2022,38,union libre,1,27253.84342,16706.28743,2,0,,,,
4379,60000,0.3,80,24,13/09/2022,46,casado,0,28076.00527,13233.86234,2,0,84443.86468,0.0,14.0,576.0
1816,34000,0.3,120,6,06/06/2023,51,union libre,1,12603.00435,10624.01546,2,0,,,,
4173,34000,0.2,60,12,06/04/2023,30,casado,0,31887.72586,19446.61744,1,0,,,,
4750,50000,0.2,120,6,17/08/2022,23,divorciado,0,18752.81561,6267.236331,1,0,,,,
3488,22000,0.2,60,24,18/12/2022,28,soltero,0,5000.0,4447.108574,4,0,,,,
2366,45000,0.3,80,12,14/07/2022,40,divorciado,1,35536.70953,21844.40372,1,0,80952.09466,0.0,65.0,653.0
5270,60000,0.2,60,24,05/10/2022,37,casado,0,5000.0,5000.0,1,1,,,,
5662,15000,0.1,80,6,25/06/2023,48,casado,0,5000.0,2584.796038,1,0,31657.90917,0.0,58.0,621.0
3976,34000,0.4,60,18,04/10/2022,56,divorciado,0,36868.76834,12030.11932,0,1,,,,
4417,50000,0.3,80,12,08/04/2023,50,divorciado,0,5000.0,3071.048092,1,1,,,,
1988,22000,0.2,80,18,10/01/2023,46,soltero,0,40261.74826,25753.53768,0,0,67579.64898,0.0,41.0,750.0
2460,60000,0.2,80,12,28/05/2023,39,union libre,0,24109.71847,15288.44856,1,1,13387.03085,1.0,3.0,663.0
3430,15000,0.4,120,12,02/02/2023,49,casado,0,35779.73912,10939.53755,2,1,96836.15667,0.0,31.0,613.0
2114,22000,0.1,60,18,13/07/2022,41,soltero,0,27429.25181,12528.87287,0,0,9145.831066,0.0,82.0,663.0
468,34000,0.1,120,6,30/08/2022,45,divorciado,1,27652.73587,13776.18337,4,1,40320.21708,0.0,77.0,350.0
5054,60000,0.3,80,18,19/03/2023,42,soltero,0,5000.0,3738.360334,1,0,,,,
5826,34000,0.4,60,18,29/07/2022,38,divorciado,0,31233.64979,23072.67957,1,0,,,,
3490,22000,0.4,60,18,29/06/2023,52,soltero,1,25843.6491,23134.66314,2,1,20139.61043,1.0,33.0,552.0
5492,22000,0.2,80,6,24/07/2022,55,soltero,0,36009.4984,18083.4242,4,0,,,,
1449,50000,0.2,120,18,23/05/2023,36,casado,0,24129.75459,8478.021119,1,0,,,,
5196,45000,0.1,80,18,27/02/2023,48,union libre,0,5000.0,2641.264966,2,0,20130.63294,3.0,45.0,485.0
967,22000,0.2,80,12,09/04/2023,56,union libre,1,8947.373449,7587.286697,1,0,,,,
5225,60000,0.2,80,24,03/07/2022,39,casado,1,5000.0,5000.0,1,1,50518.05683,3.0,55.0,561.0
4548,34000,0.1,80,18,06/09/2022,53,soltero,0,26711.48318,17542.45289,1,0,62540.02775,2.0,30.0,603.0
1544,22000,0.1,60,24,10/08/2022,50,divorciado,1,5000.0,1820.143388,1,0,58930.91918,2.0,2.0,682.0
4398,22000,0.2,80,24,13/05/2023,66,soltero,0,5000.0,5000.0,1,0,24989.46612,2.0,56.0,567.0
4005,22000,0.4,120,12,06/02/2023,49,union libre,1,5000.0,4076.510389,3,1,111556.5291,2.0,40.0,538.0
1153,15000,0.3,120,24,29/06/2023,60,divorciado,0,44031.36919,17156.22773,0,0,,,,
4914,22000,0.3,60,12,24/07/2022,52,casado,0,5000.0,5000.0,2,0,111231.0334,4.0,29.0,586.0
3044,45000,0.4,80,18,02/07/2022,52,divorciado,1,5000.0,2719.762951,0,0,45739.52815,2.0,13.0,686.0
858,34000,0.1,120,24,01/11/2022,33,casado,1,31731.72729,19095.74043,2,0,,,,
1896,45000,0.3,80,12,19/10/2022,32,casado,0,54239.57467,21365.73212,0,0,,,,
3827,60000,0.3,80,24,30/06/2023,53,casado,1,34285.06369,20174.43757,0,0,,,,
5090,15000,0.1,80,12,02/02/2023,35,soltero,0,5000.0,5000.0,0,1,,,,
2808,45000,0.4,60,12,07/10/2022,47,union libre,0,20892.24878,9954.797651,1,1,72877.27916,4.0,24.0,307.0
4641,45000,0.3,120,18,05/02/2023,43,divorciado,0,19362.40309,13661.6298,2,0,26399.29872,2.0,9.0,411.0
3368,34000,0.4,60,6,28/04/2023,28,divorciado,1,15334.13452,15334.13452,4,1,108968.2755,3.0,23.0,471.0
5982,34000,0.2,120,24,22/02/2023,37,soltero,0,37445.54634,22733.05941,4,0,75670.62125,1.0,7.0,750.0
4038,60000,0.2,80,12,07/09/2022,35,casado,0,37353.8773,23185.00723,2,0,21982.07807,1.0,13.0,571.0
2979,22000,0.4,80,12,10/03/2023,24,soltero,1,23098.66238,8382.296688,2,0,,,,
1212,22000,0.2,60,6,08/06/2023,51,divorciado,1,50473.68146,31171.47639,3,0,,,,
4162,60000,0.3,120,6,03/05/2023,26,union libre,1,46923.6578,34269.48462,0,0,,,,
5708,15000,0.2,120,18,22/09/2022,36,union libre,0,5000.0,2558.09958,3,0,,,,
2953,22000,0.2,60,18,05/12/2022,50,union libre,0,66003.03427,44102.80775,0,0,45900.59903,1.0,0.0,742.0
1177,22000,0.3,60,6,16/09/2022,42,casado,1,27319.29245,14057.10142,2,1,109620.2141,0.0,37.0,494.0
3449,15000,0.2,120,18,07/01/2023,55,divorciado,0,8079.889805,7541.626946,0,0,,,,
4612,50000,0.4,120,6,06/09/2022,40,divorciado,1,12121.79018,8100.696576,0,0,83160.79575,1.0,27.0,474.0
3517,50000,0.2,120,12,26/08/2022,48,casado,1,5000.0,3231.211141,1,0,50841.14,2.0,30.0,607.0
3303,15000,0.1,60,6,05/10/2022,63,soltero,0,41749.33257,12712.9014,3,0,,,,
4211,45000,0.4,60,12,18/06/2023,44,casado,0,47394.26213,19092.85138,0,0,,,,
448,60000,0.2,80,24,04/03/2023,42,union libre,0,62177.38776,46857.62842,1,0,59134.95272,0.0,17.0,501.0
1456,34000,0.1,120,18,26/03/2023,39,union libre,0,28053.81572,20805.94882,0,0,,,,
1333,15000,0.4,120,12,22/03/2023,36,soltero,0,17250.27627,8866.277295,2,0,55723.60702,1.0,32.0,652.0
1912,60000,0.3,120,24,20/08/2022,28,union libre,0,28217.5382,18194.91785,1,0,77570.13528,0.0,19.0,687.0
2576,60000,0.2,60,6,16/08/2022,27,casado,0,49229.1895,28518.49129,0,0,,,,
5974,45000,0.4,80,6,12/03/2023,45,divorciado,1,5000.0,5000.0,1,0,,,,
4703,45000,0.2,120,6,21/12/2022,22,casado,0,21071.11619,16854.45887,1,1,,,,
1670,45000,0.2,120,18,23/04/2023,35,divorciado,0,6428.255751,5004.782895,0,0,,,,
5449,45000,0.4,80,12,12/04/2023,55,union libre,1,5000.0,5000.0,4,0,70158.15866,1.0,43.0,533.0
587,50000,0.3,120,18,31/10/2022,52,divorciado,0,24138.53477,12569.52269,2,0,56012.55248,0.0,92.0,447.0
154,50000,0.4,80,6,23/11/2022,30,casado,0,36347.50473,26418.11181,1,0,,,,
604,34000,0.2,120,18,28/01/2023,38,soltero,0,19033.74795,15939.77292,0,1,46531.08834,2.0,23.0,543.0
684,34000,0.2,120,24,02/10/2022,35,soltero,0,23822.21664,12744.0339,4,0,,,,
2031,50000,0.2,80,24,23/11/2022,60,divorciado,0,25087.46332,12350.13462,2,0,,,,
5427,60000,0.3,80,6,27/01/2023,64,divorciado,0,20435.80245,13251.13042,2,0,19232.74282,2.0,88.0,592.0
2788,22000,0.2,120,18,01/02/2023,51,casado,0,18551.20518,12414.8974,3,1,38530.33558,3.0,1.0,616.0
5733,60000,0.2,120,6,10/10/2022,31,casado,0,42140.69151,16689.31717,0,0,90816.19884,2.0,12.0,571.0
5874,50000,0.4,60,6,10/09/2022,45,union libre,0,5000.0,2614.184642,2,1,,,,
4333,50000,0.1,60,24,21/11/2022,35,casado,1,40622.84755,18078.26152,0,1,68806.86541,0.0,12.0,576.0
4654,60000,0.4,60,18,14/03/2023,30,casado,0,37049.49344,20884.48134,0,0,89207.74456,0.0,13.0,621.0
1255,22000,0.4,60,24,06/05/2023,40,divorciado,0,38254.78304,25283.72097,4,1,,,,
501,60000,0.4,120,24,22/01/2023,36,soltero,0,30405.7396,22277.22102,0,0,27595.27323,2.0,5.0,584.0
3142,22000,0.1,60,18,09/08/2022,72,casado,0,51763.62491,29850.35303,1,0,56688.13129,0.0,25.0,595.0
2925,45000,0.2,80,6,12/09/2022,18,casado,0,35625.72752,12325.84412,0,0,,,,
3414,22000,0.4,60,6,27/02/2023,47,union libre,0,56992.91642,31571.76384,2,0,86523.72217,2.0,84.0,720.0
526,15000,0.4,120,24,20/11/2022,20,casado,0,25013.37052,12930.75248,2,1,66164.51182,1.0,7.0,608.0
3716,45000,0.4,80,18,30/08/2022,30,casado,1,50449.20406,22471.12938,0,0,10247.50968,1.0,19.0,611.0
5175,34000,0.1,120,6,05/06/2023,67,divorciado,0,9014.203689,7121.864697,1,0,31950.20122,2.0,4.0,594.0
3253,34000,0.4,60,6,26/02/2023,40,divorciado,1,36597.94235,15405.97044,1,1,64320.41875,3.0,46.0,586.0
910,15000,0.2,120,6,16/12/2022,18,casado,0,5908.255713,3577.143952,3,0,12336.43356,0.0,50.0,687.0
3655,22000,0.2,60,24,07/02/2023,53,divorciado,1,22452.73513,18597.96554,3,1,,,,
4172,15000,0.3,120,24,13/10/2022,34,union libre,0,7490.02335,3759.024623,0,1,78210.47974,1.0,6.0,569.0
1817,34000,0.2,60,18,31/10/2022,46,divorciado,0,55762.72393,17718.85745,2,0,37396.61093,0.0,78.0,593.0
3610,34000,0.3,60,18,07/04/2023,71,soltero,0,15457.02364,7328.6995,3,0,,,,
16,15000,0.2,60,18,14/03/2023,29,casado,0,51611.14042,31807.30694,0,0,13987.63542,1.0,25.0,726.0
349,15000,0.3,120,6,14/09/2022,41,viudo,0,27859.0816,19354.63883,0,1,,,,
4310,34000,0.2,80,24,30/06/2023,58,soltero,1,22597.60086,14297.83656,1,0,,,,
5608,15000,0.2,120,6,21/05/2023,34,casado,0,18234.80177,11506.59987,0,0,61385.7989,0.0,82.0,551.0
4853,22000,0.2,60,18,07/01/2023,21,union libre,0,34905.18537,19992.14466,1,1,,,,
444,15000,0.3,120,24,06/03/2023,24,union libre,0,31595.0881,17914.47871,2,0,28314.84371,2.0,5.0,628.0
2209,15000,0.4,60,24,10/04/2023,51,viudo,0,17953.45254,11785.15641,4,0,,,,
2656,60000,0.4,60,6,23/09/2022,45,casado,0,48814.49779,25752.30356,1,0,80864.55208,1.0,7.0,543.0
1453,45000,0.1,80,6,06/06/2023,31,union libre,0,31210.53542,15773.74469,3,0,,,,
5514,45000,0.1,120,18,04/07/2022,35,union libre,1,5000.0,2980.138639,1,0,63659.23264,1.0,116.0,665.0
2219,34000,0.2,120,24,28/07/2022,66,soltero,1,40467.41253,32496.20708,1,1,,,,
2480,15000,0.1,80,12,16/10/2022,35,soltero,1,22722.6677,19035.30842,4,1,44208.25137,0.0,51.0,491.0
1797,60000,0.4,80,6,22/08/2022,39,divorciado,0,35196.28922,25829.48498,1,0,114121.4384,1.0,47.0,626.0
3629,15000,0.1,120,12,14/08/2022,43,casado,0,37196.49524,12785.04027,0,0,81041.19747,0.0,7.0,607.0
3236,45000,0.4,120,12,15/01/2023,47,casado,1,5000.0,5000.0,0,0,114646.444,0.0,65.0,657.0
4512,60000,0.2,80,6,29/01/2023,45,soltero,1,5000.0,5000.0,2,0,71051.3627,3.0,56.0,661.0
1100,45000,0.1,60,18,10/05/2023,40,divorciado,1,7770.141546,7770.141546,1,0,107637.0424,1.0,34.0,662.0
5454,22000,0.3,120,12,10/01/2023,24,casado,0,12455.81959,8397.937046,0,0,,,,
5952,50000,0.1,80,12,03/07/2022,21,casado,0,58485.91151,46115.71372,0,0,,,,
4603,22000,0.4,120,12,24/06/2023,37,divorciado,0,32623.05528,15416.40894,0,1,84835.95752,1.0,15.0,678.0
646,34000,0.3,120,6,11/12/2022,47,union libre,0,53074.08404,32217.84684,0,0,,,,
4561,15000,0.4,120,12,01/01/2023,49,divorciado,1,34470.76138,23880.26247,1,0,,,,
4969,34000,0.1,80,12,08/05/2023,45,soltero,0,50041.19949,16610.1649,1,0,78235.48349,1.0,5.0,494.0
1337,34000,0.3,60,6,17/11/2022,34,soltero,1,38831.45053,21765.23989,0,0,91003.02919,4.0,42.0,688.0
4808,45000,0.3,60,12,05/10/2022,53,union libre,0,7207.402604,7207.402604,0,0,57368.57589,0.0,54.0,532.0
2978,50000,0.2,60,24,25/12/2022,43,divorciado,0,24384.73344,7320.143513,0,0,52651.00288,1.0,67.0,413.0
2090,60000,0.4,120,18,02/09/2022,29,divorciado,0,58417.96116,41750.66334,1,0,,,,
2097,45000,0.3,80,18,29/10/2022,34,soltero,0,19277.06529,14463.53209,2,0,26057.26875,4.0,32.0,708.0
5257,22000,0.3,120,6,29/07/2022,30,union libre,0,36960.23587,19983.2995,1,1,,,,
5107,50000,0.3,60,24,15/07/2022,34,soltero,0,28176.91531,22124.72441,1,1,,,,
4178,15000,0.4,80,18,09/04/2023,29,divorciado,0,28366.70986,16369.85516,1,0,,,,
3630,60000,0.2,120,6,26/04/2023,24,union libre,1,45217.12065,35243.15592,0,0,,,,
5466,15000,0.2,120,18,11/07/2022,55,casado,0,33278.18552,24681.7491,1,1,51501.14966,4.0,32.0,510.0
931,45000,0.4,80,18,04/07/2022,22,divorciado,0,5000.0,3868.433956,0,0,,,,
4954,34000,0.3,120,18,01/12/2022,18,casado,0,15018.43819,11525.81744,2,0,,,,
1864,45000,0.2,60,18,09/07/2022,33,soltero,0,12865.52709,6820.180876,1,0,,,,
3270,15000,0.3,60,6,07/04/2023,47,divorciado,0,13120.39491,8780.267674,1,1,73206.50756,1.0,54.0,511.0
953,34000,0.4,80,6,20/12/2022,22,casado,0,27869.0038,20891.7926,1,0,,,,
2012,45000,0.3,80,24,07/04/2023,27,casado,0,42528.5925,24594.00624,3,0,72993.5878,1.0,14.0,571.0
4008,22000,0.1,80,24,12/06/2023,30,viudo,0,33951.50352,23731.31045,3,0,,,,
1631,34000,0.3,120,18,23/04/2023,48,viudo,1,26465.38753,19484.04704,1,0,,,,
5962,15000,0.4,80,12,23/06/2023,48,soltero,1,36723.88165,24764.76778,0,0,,,,
2306,60000,0.2,120,18,01/05/2023,29,union libre,0,34257.67879,22960.49983,1,1,19478.26737,0.0,39.0,526.0
