precio,enganche_porcentaje,tasa_interes_anual,plazo_meses,fecha_solicitud,edad,estado_civil,vivienda_no_propia,ingresos_mensuales,gastos_mensuales,dependientes_economicos,escolaridad_licenciatura,credito_max_otorgado,creditos_activos,atraso_max_otras_instituciones,score_crediticio
34000,0.4,80,6,17/12/2022,33,soltero,0,20146.21139,12965.34003,0,1,35967.78308,0,110,676
45000,0.1,120,18,06/10/2022,59,soltero,0,32518.2723,21660.01806,1,1,24728.15287,3,43,408
50000,0.4,60,18,23/04/2023,43,casado,0,10756.3239,8744.767577,1,1,114314.4492,1,63,398
60000,0.3,80,18,11/02/2023,33,union libre,0,23801.79844,17520.17196,0,0,56358.6879,2,13,558
34000,0.4,80,18,07/06/2023,21,casado,0,37761.31025,15628.65689,0,0,,,,
60000,0.1,60,24,24/07/2022,51,union libre,0,15139.10681,8817.732862,3,0,39365.0272,1,39,696
50000,0.3,60,24,04/10/2022,44,casado,0,20505.70658,13956.27054,1,0,100692.832,1,94,459
50000,0.1,60,24,28/02/2023,42,union libre,0,45766.71524,20431.56232,0,0,,,,
60000,0.3,80,18,06/03/2023,27,casado,0,32443.80754,25759.56584,4,0,,,,
34000,0.3,80,24,17/11/2022,45,casado,0,43030.64747,29810.29682,2,0,73856.70078,1,27,678
34000,0.2,60,6,13/04/2023,30,divorciado,0,10625.29618,4894.3626,1,1,76803.19301,1,2,614
60000,0.1,60,6,08/04/2023,38,union libre,0,36722.98092,17598.28328,2,0,,,,
50000,0.1,80,24,04/11/2022,50,divorciado,1,23157.49984,15263.78143,1,1,,,,
15000,0.4,120,12,02/02/2023,49,casado,0,35779.73912,10939.53755,2,1,96836.15667,0,31,613
34000,0.3,60,18,02/02/2023,39,divorciado,1,53726.32674,28583.48942,1,0,22643.94793,1,12,544
60000,0.3,80,12,09/07/2022,18,divorciado,1,5000,2357.77743,0,0,,,,
22000,0.4,80,12,14/11/2022,72,casado,0,20689.29135,15041.14552,0,0,98364.16761,1,32,398
15000,0.3,120,18,21/12/2022,60,divorciado,0,5000,3478.237276,0,0,44635.18738,1,71,707
45000,0.4,80,18,09/01/2023,48,union libre,0,11534.5128,5375.641967,1,1,53910.65712,0,47,518
60000,0.4,60,18,22/03/2023,37,divorciado,1,7348.920802,7104.33849,1,0,90799.53216,4,10,356
34000,0.3,120,24,17/04/2023,38,union libre,0,42899.10669,32466.04407,0,0,37337.37815,2,4,643
45000,0.4,120,12,14/11/2022,33,casado,0,42117.2766,24269.21406,3,1,45948.21502,1,60,658
15000,0.2,80,24,10/09/2022,55,casado,0,41683.36624,15823.77702,2,1,36556.46652,0,40,575
34000,0.3,80,12,07/03/2023,43,casado,0,38402.70892,26312.15525,1,1,,,,
60000,0.1,60,18,01/07/2023,30,casado,0,9884.056222,4543.425078,4,0,,,,
45000,0.4,120,24,30/05/2023,48,soltero,1,35530.76198,24526.58338,4,0,83182.10884,2,39,672
15000,0.1,60,18,23/10/2022,53,casado,0,19833.28056,6402.070556,0,1,87392.37005,1,44,486
60000,0.4,60,24,01/09/2022,59,soltero,0,36718.62717,20196.90504,2,0,49660.95629,3,50,684
45000,0.1,60,24,23/07/2022,58,divorciado,0,16229.47937,7954.59151,3,0,35495.34738,1,33,605
60000,0.4,80,12,27/08/2022,49,casado,0,27293.00905,17550.29585,0,0,,,,
15000,0.2,80,24,03/10/2022,36,union libre,0,28984.54829,9286.412758,0,0,36912.9522,0,32,434
45000,0.2,60,12,06/06/2023,18,union libre,0,35182.62367,21548.39778,0,0,78625.45258,0,4,750
15000,0.2,120,18,07/01/2023,55,divorciado,0,8079.889805,7541.626946,0,0,,,,
15000,0.3,60,18,08/09/2022,39,soltero,1,39923.61267,12232.15869,4,1,9728.698291,2,19,523
60000,0.3,80,18,04/01/2023,41,casado,1,10303.10697,6954.408374,2,1,21875.74615,0,114,745
45000,0.4,80,18,06/11/2022,40,divorciado,0,55507.90781,20266.04891,0,1,59420.45231,1,37,564
45000,0.4,60,6,14/12/2022,24,divorciado,0,18725.70555,12153.5083,2,0,,,,
50000,0.2,60,6,30/11/2022,46,soltero,0,5000,2638.190941,0,0,,,,
45000,0.1,60,18,23/08/2022,59,union libre,0,22193.53236,13784.37816,1,0,81171.45739,2,23,487
22000,0.4,120,24,28/11/2022,48,union libre,0,23821.92854,11164.70961,1,0,,,,
15000,0.1,120,6,24/05/2023,51,divorciado,0,16229.51321,6860.754103,0,0,51964.80476,2,1,522
22000,0.3,120,18,30/10/2022,47,divorciado,0,50185.85629,16838.54314,1,0,,,,
34000,0.2,120,6,04/01/2023,35,soltero,0,41323.29513,30262.90832,2,0,11771.74787,1,24,750
15000,0.1,120,24,04/12/2022,50,soltero,1,28002.96017,21525.80056,0,0,,,,
34000,0.3,60,18,18/12/2022,48,casado,0,5000,5000,3,0,77375.88959,1,38,400
45000,0.1,60,6,03/05/2023,41,casado,0,22050.029,15991.25323,0,0,,,,
60000,0.3,80,6,30/12/2022,51,casado,0,20834.30663,15309.39506,1,0,,,,
60000,0.3,80,6,06/06/2023,52,casado,0,5000,5000,3,1,,,,
50000,0.1,120,12,13/04/2023,64,casado,0,34071.1782,11600.26012,0,0,30080.7347,1,5,576
60000,0.2,120,12,13/11/2022,66,divorciado,0,35167.54356,26611.21448,2,0,35079.03202,0,69,610
15000,0.4,80,12,04/09/2022,40,soltero,0,31832.15074,11425.93141,1,0,69898.25001,3,46,605
45000,0.3,120,12,01/05/2023,18,divorciado,0,33412.39152,18663.25992,1,0,,,,
60000,0.3,120,24,20/09/2022,63,divorciado,1,7553.039556,7553.039556,0,1,97344.96328,0,146,589
60000,0.1,80,24,25/11/2022,38,union libre,1,5000,5000,2,0,31621.77563,1,33,591
50000,0.1,60,18,08/05/2023,30,divorciado,0,25253.6611,9667.989818,1,0,72167.06943,0,41,699
60000,0.3,80,24,04/06/2023,35,casado,0,50766.09752,24702.70307,1,0,88114.94456,1,23,492
15000,0.4,80,6,12/10/2022,34,divorciado,0,47438.32362,37675.21681,2,0,45026.07262,2,43,431
60000,0.2,60,24,30/11/2022,47,casado,0,37754.86184,30199.34354,4,1,32429.68525,1,32,598
15000,0.3,120,12,22/08/2022,21,union libre,0,60223.1287,39471.29216,1,1,47328.87964,1,2,556
50000,0.2,80,24,13/03/2023,27,casado,0,37646.49577,28008.84809,2,1,,,,
60000,0.1,80,12,01/12/2022,44,union libre,0,39539.323,12735.74895,4,0,,,,
50000,0.4,60,18,23/08/2022,47,divorciado,0,52196.72949,22861.42567,0,0,11230.86077,0,7,699
45000,0.3,60,18,20/08/2022,47,casado,0,40434.99695,19589.93821,1,0,55209.28138,1,7,588
15000,0.3,80,12,11/07/2022,40,soltero,0,39619.09419,14435.39622,0,0,,,,
15000,0.2,60,6,29/12/2022,28,divorciado,0,30427.713,14863.35291,3,0,6660.228977,2,36,574
50000,0.1,60,6,01/07/2023,44,union libre,0,14013.08364,7998.754782,0,1,,,,
45000,0.1,60,12,15/12/2022,42,divorciado,0,28569.14873,15961.71627,1,1,10943.35021,0,70,693
22000,0.1,60,6,19/04/2023,57,divorciado,0,33565.83601,10143.9197,2,0,32585.07684,1,41,750
34000,0.2,60,6,25/06/2023,18,casado,1,16428.46119,7150.076105,2,0,24513.47153,2,124,550
22000,0.4,120,6,28/12/2022,37,casado,0,19314.53036,14160.28765,1,0,,,,
50000,0.1,80,24,15/10/2022,33,casado,1,5959.57231,5959.57231,2,1,78699.44171,2,34,389
22000,0.2,60,24,18/12/2022,28,soltero,0,5000,4447.108574,4,0,,,,
45000,0.2,60,6,14/05/2023,51,union libre,0,21178.42278,8997.978901,3,0,,,,
22000,0.4,60,18,29/06/2023,52,soltero,1,25843.6491,23134.66314,2,1,20139.61043,1,33,552
45000,0.2,60,6,30/05/2023,45,divorciado,0,41910.42564,24877.76386,4,0,5365.576053,1,22,578
50000,0.2,120,24,14/12/2022,51,union libre,0,8961.209653,5314.330544,3,1,85232.40908,0,0,533
50000,0.3,80,12,21/08/2022,34,union libre,0,34635.47556,10400.58325,2,0,,,,
34000,0.3,60,18,22/07/2022,34,divorciado,0,28960.58419,15525.06274,4,0,,,,
50000,0.4,120,24,13/05/2023,75,divorciado,0,40209.08643,18612.85529,3,1,,,,
45000,0.4,120,24,06/07/2022,37,divorciado,1,25961.71843,12152.79739,1,0,81025.22169,4,57,660
15000,0.3,60,12,15/02/2023,48,casado,0,11406.96727,6836.68962,1,0,,,,
34000,0.4,60,24,10/03/2023,53,divorciado,0,5000,5000,0,1,66344.7261,2,64,708
34000,0.1,60,6,20/10/2022,18,divorciado,0,12040.30291,4705.692958,0,0,55654.28261,0,19,687
22000,0.2,80,18,09/06/2023,26,soltero,1,5000,5000,2,0,,,,
60000,0.2,80,6,10/07/2022,33,divorciado,0,29200.30424,9474.070501,1,0,32864.86745,3,27,437
45000,0.3,120,24,23/09/2022,52,union libre,0,37788.02403,17509.63199,2,1,41965.89175,0,4,499
22000,0.1,80,6,04/12/2022,55,soltero,1,21691.72293,11362.81359,4,0,32343.85707,1,65,480
60000,0.2,80,18,26/01/2023,50,casado,0,10725.84025,8127.955851,1,1,58782.32046,0,58,735
50000,0.1,80,18,20/10/2022,28,casado,0,9711.743605,3777.858096,0,0,96277.09452,1,5,458
22000,0.1,120,12,04/01/2023,59,casado,0,33270.07053,19606.58352,2,0,31965.7703,4,14,501
60000,0.2,60,6,18/04/2023,28,divorciado,0,55473.75475,21212.69689,0,0,,,,
45000,0.4,60,24,11/02/2023,42,casado,0,49423.65647,26527.74518,2,0,,,,
22000,0.2,120,12,27/05/2023,49,casado,1,6446.404041,6446.404041,1,0,,,,
45000,0.1,80,12,17/10/2022,37,soltero,0,33173.24251,10637.94884,2,0,67971.16385,0,30,499
60000,0.1,60,24,24/12/2022,68,divorciado,1,34707.96622,26526.48214,1,1,51396.22821,3,70,684
22000,0.2,120,24,28/09/2022,31,divorciado,0,27841.81554,19212.42182,0,0,16618.69198,1,4,652
50000,0.2,60,18,24/06/2023,23,divorciado,0,9842.113479,4319.990858,0,0,13808.56224,1,46,625
60000,0.3,60,24,27/09/2022,40,divorciado,1,5000,3034.987842,2,1,6636.613299,1,0,614
60000,0.4,60,18,08/04/2023,35,divorciado,0,32726.9316,15752.61076,1,0,80791.80606,1,15,451
34000,0.4,60,24,12/12/2022,78,casado,1,20850.7501,19272.7065,1,1,,,,
50000,0.2,120,12,26/08/2022,48,casado,1,5000,3231.211141,1,0,50841.14,2,30,607
45000,0.2,120,18,16/02/2023,48,soltero,1,5000,5000,3,1,,,,
45000,0.3,80,18,11/12/2022,38,divorciado,0,9182.372095,9182.372095,4,1,,,,
60000,0.1,120,24,02/08/2022,24,union libre,0,7012.404555,7006.825585,1,0,,,,
34000,0.1,60,12,22/02/2023,27,divorciado,0,51483.06221,19926.76898,2,0,35792.13657,3,24,626
60000,0.3,80,24,23/10/2022,50,casado,0,37935.31139,26409.0515,0,1,,,,
15000,0.2,120,18,22/09/2022,66,casado,1,5000,4346.127653,2,0,58864.63506,3,58,619
22000,0.1,80,24,03/03/2023,64,soltero,0,42578.64354,18402.34119,1,0,,,,
50000,0.3,80,6,07/12/2022,51,union libre,0,44297.84103,22868.14968,2,1,100562.7787,0,68,631
60000,0.1,80,12,20/10/2022,36,viudo,0,34394.08706,24741.60116,0,0,13470.42131,1,52,750
50000,0.2,60,18,16/07/2022,43,casado,0,16036.23703,6228.544686,3,0,60889.87365,4,1,627
34000,0.4,80,12,10/06/2023,33,soltero,0,31786.75763,14925.04282,0,0,10139.23869,0,5,557
15000,0.1,120,12,01/03/2023,60,union libre,0,5000,2215.634876,4,0,,,,
34000,0.3,120,24,02/12/2022,47,casado,1,8887.766499,8887.766499,0,0,82268.60493,2,22,383
50000,0.1,120,6,22/11/2022,38,casado,1,33996.65875,22340.42485,0,0,71179.44736,1,13,580
60000,0.2,80,6,28/08/2022,18,casado,0,35782.59565,17989.08416,1,0,,,,
22000,0.2,60,24,07/02/2023,50,divorciado,0,9089.752321,7481.107647,3,0,64043.02402,0,28,656
34000,0.2,120,18,29/12/2022,57,divorciado,1,25122.17718,17276.8137,1,1,39305.3011,2,28,456
34000,0.2,120,6,06/05/2023,34,soltero,0,5000,5000,0,0,97925.08365,1,38,671
15000,0.3,80,12,08/02/2023,42,divorciado,0,36798.91165,20852.66866,3,1,89811.10261,0,43,363
22000,0.2,120,12,29/04/2023,49,union libre,1,51718.36362,33710.61672,1,0,17819.60821,4,10,556
34000,0.2,60,24,15/12/2022,22,casado,0,40657.2829,23068.03593,0,0,90762.42084,1,50,578
34000,0.2,120,12,14/02/2023,66,union libre,1,6598.528698,6098.442347,1,0,,,,
50000,0.2,80,24,12/05/2023,43,divorciado,0,11365.19599,10964.46502,2,0,46791.63727,2,44,535
60000,0.1,80,18,19/09/2022,35,casado,0,42687.12229,28124.56688,2,0,25512.05445,1,11,695
60000,0.3,80,18,31/12/2022,40,union libre,0,14820.67153,14140.55836,2,1,113213.735,0,48,696
60000,0.3,120,18,04/11/2022,44,viudo,1,14971.29468,8956.852421,3,1,33448.83205,3,13,626
22000,0.4,120,6,28/01/2023,69,soltero,0,45876.72079,14676.66926,3,0,,,,
45000,0.2,120,18,20/04/2023,56,soltero,0,5000,5000,2,1,,,,
22000,0.1,60,24,18/10/2022,35,soltero,1,5000,4663.023198,0,1,34538.64118,0,49,535
34000,0.3,80,12,31/12/2022,53,casado,1,44199.84814,20634.99039,2,0,57615.05857,1,2,458
22000,0.3,120,18,21/03/2023,36,divorciado,0,18171.10338,9903.887805,4,0,88815.10962,4,13,579
15000,0.2,60,18,06/02/2023,56,union libre,1,31885.74475,14269.68074,1,0,58359.10471,0,65,750
34000,0.3,60,6,16/10/2022,49,casado,0,49246.82574,22397.98917,2,0,17596.57249,1,51,750
50000,0.2,60,24,10/02/2023,24,casado,0,30898.05627,16821.17857,2,1,47472.84039,2,86,566
50000,0.1,60,24,24/07/2022,27,divorciado,0,35124.50453,15568.18756,2,0,,,,
45000,0.2,120,6,07/06/2023,51,casado,0,12410.4713,4774.935008,4,1,16956.28249,1,2,542
34000,0.2,80,12,05/12/2022,47,soltero,0,7264.941655,7264.941655,1,1,43153.20775,0,72,449
60000,0.1,120,24,25/07/2022,27,divorciado,0,66242.1837,32962.50019,1,0,67800.96206,1,32,518
22000,0.1,120,18,17/01/2023,41,union libre,1,24452.93466,21308.33386,0,0,55154.43454,1,31,531
34000,0.1,120,24,12/11/2022,18,divorciado,0,26533.47771,19670.8191,4,1,,,,
15000,0.1,60,24,17/11/2022,47,divorciado,1,5000,5000,0,1,47352.66815,1,128,413
60000,0.4,80,24,06/03/2023,66,casado,0,5000,2491.682905,4,0,99474.82241,0,4,660
15000,0.1,60,18,23/12/2022,49,casado,0,48227.42941,31861.98447,0,0,,,,
60000,0.2,60,24,05/03/2023,66,casado,0,48525.81854,18323.84658,0,0,84218.82931,3,26,622
34000,0.1,60,6,10/08/2022,55,union libre,0,19612.53559,13623.83885,1,1,56433.25576,0,50,478
45000,0.1,120,12,21/02/2023,52,union libre,1,23835.08393,11989.42934,2,0,21020.54632,0,30,642
15000,0.3,60,24,19/05/2023,63,casado,0,47013.70589,29516.24862,1,0,85446.7267,2,8,619
45000,0.3,120,24,26/11/2022,44,casado,0,7817.651224,5295.640166,1,0,77526.27941,3,29,673
22000,0.4,120,12,18/07/2022,37,casado,1,59973.7766,34865.34984,1,0,36331.85284,2,24,719
15000,0.4,60,24,08/02/2023,52,casado,0,41067.15338,25512.52948,4,0,62609.67209,2,0,482
50000,0.2,60,24,17/04/2023,57,union libre,0,11205.55645,4558.01658,4,0,,,,
60000,0.4,120,6,21/01/2023,34,divorciado,0,41789.63982,24921.2424,1,0,,,,
34000,0.2,80,18,29/04/2023,31,casado,0,19748.51264,10471.39495,2,0,82497.12483,0,57,647
60000,0.4,120,24,23/12/2022,41,soltero,0,9963.295941,5121.397442,2,1,94483.15432,0,31,650
34000,0.4,120,24,25/12/2022,49,soltero,0,41738.13443,21084.34739,2,0,,,,
34000,0.2,60,12,24/02/2023,49,casado,0,13431.11357,6117.362038,0,1,61769.44896,1,67,494
60000,0.1,120,12,02/09/2022,22,soltero,0,9954.475483,4506.06585,1,0,73142.6769,0,32,445
22000,0.3,80,24,11/11/2022,62,union libre,0,37270.47941,24220.34083,2,0,,,,
34000,0.1,60,12,12/04/2023,38,casado,0,22270.10667,17023.16203,0,1,61581.76722,2,40,505
15000,0.3,80,18,25/12/2022,36,casado,0,45172.79046,14228.34727,1,0,,,,
60000,0.3,120,6,18/06/2023,29,casado,1,25496.87462,8267.683239,0,0,,,,
50000,0.1,80,24,08/06/2023,72,casado,0,24149.04267,14128.62684,3,1,,,,
50000,0.3,120,24,18/02/2023,42,casado,0,5000,3615.708697,3,0,66285.50815,1,38,707
45000,0.1,60,24,16/09/2022,29,soltero,0,37534.83135,12085.79927,0,0,53531.47921,2,34,569
34000,0.3,80,24,19/01/2023,50,casado,0,29732.82821,16460.19678,2,1,40957.45528,3,4,672
50000,0.2,60,6,04/06/2023,49,soltero,0,47824.0939,34699.61723,1,0,29864.93893,4,4,590
45000,0.3,80,18,24/09/2022,37,casado,1,41398.74447,12511.6937,2,0,,,,
60000,0.1,120,6,19/06/2023,50,casado,1,34981.40358,15318.25007,1,0,20842.0977,2,15,539
60000,0.4,120,6,26/03/2023,30,union libre,0,19038.8988,14468.80361,1,1,82029.34847,0,4,712
34000,0.4,120,18,07/11/2022,34,union libre,0,23769.87994,8099.225566,3,0,,,,
34000,0.4,80,18,03/03/2023,24,union libre,0,32733.95523,21735.88433,2,1,,,,
50000,0.3,120,6,04/04/2023,32,divorciado,0,18002.71957,13243.9408,0,1,102061.6306,5,23,535
60000,0.4,80,6,10/07/2022,61,casado,0,51272.782,19270.34606,0,0,,,,
15000,0.1,60,12,18/01/2023,70,soltero,1,36303.17054,14025.15775,4,1,,,,
15000,0.1,60,24,21/08/2022,40,union libre,0,26244.13674,14468.22333,0,0,,,,
15000,0.2,120,6,29/11/2022,59,casado,0,31399.56802,20961.25559,2,0,,,,
60000,0.2,120,18,02/06/2023,38,union libre,0,18083.98187,7027.822147,1,0,31849.13648,4,22,497
15000,0.3,120,24,06/12/2022,37,casado,0,28466.8678,18379.91543,0,0,,,,
60000,0.3,60,24,21/05/2023,47,soltero,1,35410.26809,21727.8702,2,0,97213.76451,1,94,706
50000,0.2,120,6,03/05/2023,38,union libre,0,21841.7266,10460.50988,4,0,,,,
60000,0.1,60,24,14/06/2023,37,soltero,0,24495.93743,15486.70516,0,0,53105.26764,3,23,551
15000,0.3,80,12,28/01/2023,53,divorciado,0,12471.52194,4938.577878,0,0,79908.59911,4,10,750
45000,0.4,120,24,29/06/2023,50,divorciado,0,5000,5000,3,1,36273.92194,4,62,454
50000,0.2,80,12,20/12/2022,48,divorciado,0,39203.96733,22528.65747,1,0,90180.36692,2,29,650
34000,0.2,120,24,07/11/2022,65,divorciado,0,17337.25249,10294.43594,2,0,,,,
50000,0.2,60,6,02/12/2022,53,union libre,1,5000,5000,1,1,54880.65924,1,78,667
15000,0.4,120,6,21/12/2022,41,soltero,1,15475.51555,14322.66494,1,1,,,,
50000,0.3,60,24,16/06/2023,28,casado,1,14709.65139,12311.40366,0,1,,,,
60000,0.2,60,18,21/09/2022,41,casado,0,46810.02606,29009.62626,1,0,,,,
60000,0.1,120,6,02/07/2022,50,casado,0,10019.54221,8812.579768,0,0,,,,
60000,0.1,120,18,17/06/2023,41,union libre,0,15074.45221,12010.57475,2,1,71341.33251,3,4,641
50000,0.4,120,12,17/01/2023,39,casado,0,44449.8438,25941.02959,1,0,77104.22836,0,33,521
34000,0.3,60,18,07/04/2023,71,soltero,0,15457.02364,7328.6995,3,0,,,,
22000,0.2,80,6,09/09/2022,33,union libre,0,5000,5000,4,0,83557.28773,4,40,544
34000,0.3,60,18,26/11/2022,18,casado,0,14400.20764,5343.190297,4,0,,,,
15000,0.1,60,6,16/08/2022,43,casado,0,20838.53003,11595.69559,2,0,,,,
45000,0.2,120,6,25/08/2022,35,soltero,1,5000,2811.271205,1,0,79352.64596,0,45,583
50000,0.2,80,6,21/07/2022,55,divorciado,0,5000,5000,1,1,,,,
60000,0.3,80,24,15/04/2023,47,divorciado,0,41712.35607,33182.32139,2,0,14004.25097,1,25,530
45000,0.3,80,12,02/08/2022,55,divorciado,1,27432.76667,19192.15749,2,0,,,,
22000,0.3,120,12,11/05/2023,21,divorciado,1,27523.06979,14766.34283,0,1,,,,
50000,0.1,80,12,16/05/2023,42,casado,0,12073.79939,9201.687024,4,0,47434.66121,0,24,662
22000,0.4,120,6,23/12/2022,45,soltero,1,38462.31552,17687.69641,0,0,39487.10234,0,27,450
22000,0.2,120,6,18/05/2023,59,soltero,1,7261.657212,6722.524683,2,0,,,,
60000,0.3,80,18,07/11/2022,78,casado,0,24906.78792,18117.07024,1,0,,,,
45000,0.1,120,18,15/11/2022,51,soltero,0,31690.67818,21730.69872,1,0,,,,
15000,0.3,60,6,14/03/2023,45,casado,0,5000,5000,1,0,27117.51276,0,29,575
15000,0.3,120,24,06/03/2023,36,union libre,1,24677.07929,15745.68485,0,1,94873.68049,1,46,497
15000,0.1,120,12,29/01/2023,46,divorciado,0,11163.07005,10770.1683,4,1,70314.08293,0,89,423
60000,0.1,80,18,01/04/2023,32,union libre,0,14301.69949,5181.920251,4,0,45007.02463,2,54,695
34000,0.4,120,24,28/05/2023,47,casado,0,15439.88997,7477.716474,1,1,85325.74101,1,84,574
15000,0.1,120,12,14/08/2022,43,casado,0,37196.49524,12785.04027,0,0,81041.19747,0,7,607
60000,0.2,120,6,26/04/2023,24,union libre,1,45217.12065,35243.15592,0,0,,,,
22000,0.3,60,12,29/06/2023,43,divorciado,0,27971.32386,21494.3121,0,1,60834.44373,4,16,629
50000,0.4,80,18,14/06/2023,50,divorciado,0,43340.58132,26453.96661,2,0,,,,
34000,0.2,80,6,26/03/2023,44,casado,0,48490.05303,19513.76557,1,0,,,,
60000,0.2,60,6,08/01/2023,55,casado,0,13633.20967,7517.577605,1,0,,,,
60000,0.3,80,6,12/11/2022,44,casado,1,32468.44394,12086.13315,1,0,,,,
45000,0.2,60,6,17/12/2022,59,casado,0,40039.51953,22744.842,3,0,,,,
60000,0.1,80,24,16/12/2022,55,casado,0,5000,5000,0,0,,,,
34000,0.2,120,6,23/05/2023,49,divorciado,0,36833.6494,13228.6871,1,1,49123.71003,0,89,597
15000,0.3,80,18,14/06/2023,36,casado,0,34230.01028,15314.1315,2,0,,,,
15000,0.4,120,12,04/09/2022,50,soltero,1,6615.661862,6126.348835,4,1,,,,
60000,0.2,80,6,20/09/2022,18,divorciado,0,73045.92938,47993.61326,2,0,50539.34592,0,34,739
60000,0.2,80,12,19/09/2022,37,divorciado,0,41918.19429,31312.46858,1,0,,,,
50000,0.3,80,18,06/06/2023,37,soltero,0,27710.71732,18746.4712,2,0,5573.193082,1,52,648
15000,0.4,120,18,22/09/2022,23,divorciado,0,5000,2812.368875,4,0,,,,
60000,0.2,120,24,12/04/2023,39,soltero,1,19576.50856,11675.81912,3,0,,,,
15000,0.4,120,18,30/03/2023,49,divorciado,0,36329.50685,24611.68552,0,0,,,,
50000,0.4,60,18,04/09/2022,42,divorciado,0,34614.28259,12212.60669,1,0,,,,
50000,0.4,120,12,26/04/2023,41,soltero,1,10340.28968,4899.693816,2,0,71976.8135,3,1,556
45000,0.1,60,24,13/02/2023,43,divorciado,0,20079.13393,9115.841581,2,0,25618.0471,1,3,506
60000,0.1,60,12,06/09/2022,41,casado,0,40202.71612,19281.6943,1,0,,,,
15000,0.2,60,6,26/05/2023,54,casado,0,38889.60723,18074.5097,1,0,,,,
45000,0.4,80,18,14/09/2022,41,soltero,0,44133.08858,30213.06486,2,0,,,,
22000,0.1,120,12,10/12/2022,28,casado,0,17536.11951,8040.519814,1,1,,,,
50000,0.3,80,24,13/12/2022,71,casado,0,22881.20577,18255.3505,1,0,,,,
22000,0.2,60,24,07/02/2023,53,divorciado,1,22452.73513,18597.96554,3,1,,,,
22000,0.2,120,12,07/02/2023,32,casado,0,31416.19226,17136.3677,1,0,,,,
45000,0.2,60,6,23/12/2022,24,casado,0,7049.327253,2488.936809,2,0,52848.98513,1,52,651
22000,0.4,60,12,18/03/2023,44,divorciado,0,52806.5871,31034.62237,3,0,,,,
60000,0.2,80,6,02/09/2022,38,casado,1,43826.10867,31136.94636,2,0,14860.45829,2,13,535
34000,0.4,120,24,05/11/2022,58,divorciado,0,36345.93266,16164.37232,1,0,36720.33013,0,16,541
60000,0.1,120,18,04/12/2022,35,union libre,1,9477.655334,6813.237272,0,0,49705.99719,4,50,476
34000,0.3,60,12,13/03/2023,34,casado,0,24348.3962,17796.46307,2,1,,,,
34000,0.2,120,24,20/09/2022,57,soltero,1,7454.735368,7454.735368,4,0,,,,
34000,0.1,80,18,13/06/2023,51,casado,0,42452.05115,30240.95984,3,0,6853.296436,1,35,577
45000,0.2,80,18,17/11/2022,42,soltero,0,38196.13121,15307.10844,2,0,24735.4489,0,2,518
45000,0.1,80,18,07/05/2023,48,union libre,0,24902.06567,13061.18399,1,0,38679.55881,2,2,482
60000,0.1,60,6,18/11/2022,52,divorciado,0,33184.45432,15617.77226,0,1,,,,
22000,0.3,80,12,19/12/2022,51,union libre,1,5000,5000,2,0,,,,
15000,0.3,60,12,18/12/2022,53,union libre,0,30843.17322,20141.4286,0,0,,,,
15000,0.1,120,18,22/06/2023,59,union libre,0,44379.28551,38485.41626,3,1,,,,
45000,0.3,60,18,11/03/2023,42,divorciado,0,22077.90695,18626.62692,1,0,,,,
45000,0.3,80,18,28/10/2022,56,union libre,0,43702.04646,19020.58053,1,0,23643.65867,4,11,715
34000,0.2,80,6,14/01/2023,29,casado,1,14989.91566,7689.242398,0,0,31203.54946,1,52,536
45000,0.4,60,24,17/07/2022,64,casado,0,29678.59088,17216.84568,1,1,,,,
60000,0.2,80,12,27/11/2022,30,soltero,0,5000,5000,2,1,,,,
45000,0.3,80,24,05/10/2022,44,soltero,1,9169.821464,8693.654032,1,0,74483.6535,1,41,673
15000,0.1,60,6,09/02/2023,39,divorciado,0,40106.10978,28820.77849,2,0,84551.53274,0,12,600
15000,0.3,120,12,06/09/2022,38,union libre,0,13590.03339,9584.118661,2,0,,,,
50000,0.1,120,6,10/12/2022,52,soltero,0,15555.51839,11628.31991,1,0,57440.06793,3,12,545
22000,0.4,80,12,19/05/2023,27,soltero,0,36289.19579,19636.87341,1,1,,,,
15000,0.1,80,6,10/05/2023,50,casado,0,27200.63498,17862.93556,3,1,65847.40135,0,52,660
50000,0.3,80,6,17/02/2023,33,soltero,0,60226.25049,41272.73352,0,0,8165.762814,2,21,589
50000,0.1,80,18,15/02/2023,48,casado,0,8102.219994,6782.956991,2,1,107121.5629,1,86,549
45000,0.3,80,24,09/12/2022,39,soltero,0,26293.87146,18709.31998,1,0,82687.87508,2,11,636
